CODIGO_ICCS;TIPO;EDAD;GENERO;NIVEL DE INSTRUCCIÓN;NACIONALIDAD;ETNIA;DELITO ;TIPO DE ARMA;FECHA;HORA;PROVINCIA;CANTON;LATITUD;LONGITUD
1032202;APREHENDIDO;66;HOMBRE;CUARTO NIVEL O DE POSGRADO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;3/6/2023;21:30:00.0000000;PICHINCHA;QUITO;-0.22227184;-78.507.281.542
1010201;APREHENDIDO;24;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;ACHUAR;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/6/2023;02:15:00.0000000;MANABI;PORTOVIEJO;-1.074.808.499;-80.432.544.351
1010201;APREHENDIDO;46;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/6/2023;02:15:00.0000000;MANABI;PORTOVIEJO;-1.074.854.508;-80.432.485.342
1010201;DETENIDO;66;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/6/2023;17:00:00.0000000;PICHINCHA;QUITO;-0.214703848;-78.498.307.773
1010201;APREHENDIDO;40;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);6/6/2023;22:00:00.0000000;GUAYAS;GUAYAQUIL;-21.572.532;-799.173.448
1010201;DETENIDO;38;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/6/2023;16:30:00.0000000;GUAYAS;GUAYAQUIL;-205.169.215;-79.944.184.266
1010201;APREHENDIDO;17;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);6/6/2023;23:00:00.0000000;GUAYAS;GUAYAQUIL;-20.955.391;-799.256.866
1010201;DETENIDO;38;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;7/6/2023;12:00:00.0000000;LOS RIOS;PUEBLOVIEJO;-15.520.565;-795.324.215
1010201;DETENIDO;36;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;7/6/2023;07:30:00.0000000;GUAYAS;GUAYAQUIL;-2.218.818;-79.943.577
1010101;APREHENDIDO;39;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);8/6/2023;15:55:00.0000000;GUAYAS;GUAYAQUIL;-2.112.888;-799.733.734
1010201;APREHENDIDO;21;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;9/6/2023;09:50:00.0000000;MANABI;JARAMIJO;-0.969135814;-80.657.930.374
1010101;APREHENDIDO;23;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);9/6/2023;18:00:00.0000000;PICHINCHA;QUITO;-0.1211548;-784.713.496
1010101;DETENIDO;23;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;9/6/2023;09:00:00.0000000;PICHINCHA;PUERTO QUITO;0.119782;-792.607.996
1010201;APREHENDIDO;22;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;9/6/2023;09:50:00.0000000;MANABI;JARAMIJO;-0.969273593;-80.658.016.205
1010201;APREHENDIDO;22;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;9/6/2023;09:50:00.0000000;MANABI;JARAMIJO;-0.969216017;-80.658.016.205
1010201;DETENIDO;36;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;10/6/2023;08:00:00.0000000;GUAYAS;SAMBORONDON;-1.906.299;-79.767.673
1010101;APREHENDIDO;22;HOMBRE;SE DESCONOCE;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;10/6/2023;17:45:00.0000000;GUAYAS;GUAYAQUIL;-2.239.029.252;-79.922.817.349
1010101;APREHENDIDO;23;HOMBRE;SE DESCONOCE;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;10/6/2023;17:45:00.0000000;GUAYAS;GUAYAQUIL;-2.238.954.208;-79.922.919.273
1010101;DETENIDO;29;HOMBRE;NO APLICA;ECUATORIANO;INDÍGENA;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;10/6/2023;17:30:00.0000000;ORELLANA;LORETO;-0.694102002;-77.215.679.884
1010201;APREHENDIDO;24;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;13/6/2023;14:00:00.0000000;GUAYAS;GUAYAQUIL;-20.974.839;-799.662.583
1010201;APREHENDIDO;35;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;13/6/2023;10:00:00.0000000;SANTA ELENA;SALINAS;-2.243.483;-809.368.872
1010201;APREHENDIDO;28;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;13/6/2023;09:00:00.0000000;MANABI;JIPIJAPA;-13.605.465;-805.920.829
1010201;APREHENDIDO;20;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;15/6/2023;13:00:00.0000000;EL ORO;MACHALA;-3.248.959;-7.998.343
1010201;APREHENDIDO;23;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/6/2023;13:00:00.0000000;EL ORO;MACHALA;-3.248.959;-7.998.343
1010101;DETENIDO;26;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/6/2023;00:35:00.0000000;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.2701339;-792.049.846
1010201;APREHENDIDO;23;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;15/6/2023;13:00:00.0000000;EL ORO;MACHALA;-3.248.959;-7.998.343
1010101;DETENIDO;33;MUJER;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;16/6/2023;12:00:00.0000000;MANABI;BOLIVAR;-0.850217;-801.516.795
1010201;APREHENDIDO;21;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;18/6/2023;14:30:00.0000000;GUAYAS;GUAYAQUIL;-20.692.296;-799.323.331
1010201;APREHENDIDO;26;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);18/6/2023;09:00:00.0000000;MANABI;MANTA;-0.983467206;-80.688.496.828
1010201;APREHENDIDO;21;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;19/6/2023;21:30:00.0000000;GUAYAS;GUAYAQUIL;-21.921.398;-799.164.312
1010101;APREHENDIDO;23;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);19/6/2023;09:20:00.0000000;PICHINCHA;QUITO;-0.178938338;-78.478.394.151
1010201;APREHENDIDO;24;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;20/6/2023;20:00:00.0000000;GUAYAS;GUAYAQUIL;-21.234.387;-799.466.444
1010101;DETENIDO;44;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;21/6/2023;12:30:00.0000000;AZUAY;NABON;-3.340.241.516;-79.068.850.279
1010201;APREHENDIDO;24;HOMBRE;EDUCACIÓN INICIAL;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;21/6/2023;05:00:00.0000000;PASTAZA;PASTAZA;-1.490.629.402;-78.006.663.322
1010201;DETENIDO;53;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;21/6/2023;14:00:00.0000000;GUAYAS;GUAYAQUIL;-22.105.212;-799.251.129
1010201;APREHENDIDO;42;MUJER;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;21/6/2023;05:00:00.0000000;PASTAZA;PASTAZA;-1.490.556.169;-78.006.738.424
1010201;DETENIDO;48;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;22/6/2023;13:30:00.0000000;GUAYAS;GUAYAQUIL;-21.706.349;-79.917.574
1010201;DETENIDO;29;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;22/6/2023;05:00:00.0000000;EL ORO;MACHALA;-32.500.508;-799.784.788
1010101;APREHENDIDO;28;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/6/2023;17:00:00.0000000;EL ORO;MACHALA;-3.388.148.897;-7.993.226.409
1010201;APREHENDIDO;28;MUJER;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/6/2023;02:00:00.0000000;MANABI;MANTA;-0.962116799;-80.694.580.078
1010201;APREHENDIDO;26;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/6/2023;02:00:00.0000000;MANABI;MANTA;-0.962116799;-8.068.359.375
1010902;DETENIDO;41;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/6/2023;01:00:00.0000000;PICHINCHA;QUITO;-0.128102201;-78.353.051.147
1010101;APREHENDIDO;29;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/6/2023;17:10:00.0000000;EL ORO;MACHALA;-3.384.903.736;-79.936.888.218
1010201;APREHENDIDO;31;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/6/2023;02:00:00.0000000;MANABI;PICHINCHA;-1.058.727;-80.009.888
1010201;APREHENDIDO;18;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/6/2023;02:00:00.0000000;MANABI;PICHINCHA;-1.058.727;-80.009.888
1010201;APREHENDIDO;19;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/6/2023;02:00:00.0000000;MANABI;MONTECRISTI;-10.225.332;-807.118.614
1010201;APREHENDIDO;29;MUJER;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/6/2023;02:00:00.0000000;MANABI;PUERTO LOPEZ;-148.933.802;-80.716.552.734
1010101;APREHENDIDO;37;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;23/6/2023;17:30:00.0000000;EL ORO;MACHALA;-3.391.530.432;-79.929.699.898
1010101;APREHENDIDO;18;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;23/6/2023;17:10:00.0000000;EL ORO;MACHALA;-3.384.411.573;-79.938.497.543
1010201;APREHENDIDO;21;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/6/2023;02:00:00.0000000;MANABI;MANTA;-0.962116799;-8.068.359.375
1010201;APREHENDIDO;21;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/6/2023;14:00:00.0000000;MORONA SANTIAGO;TAISHA;-2.388.644.377;-7.747.399.807
1010101;APREHENDIDO;24;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/6/2023;19:00:00.0000000;PICHINCHA;QUITO;-0.1177093;-784.680.485
1010902;APREHENDIDO;27;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);24/6/2023;13:30:00.0000000;IMBABURA;IBARRA;0.343505433;-78.125.656.125
1010201;APREHENDIDO;50;HOMBRE;SE DESCONOCE;ECUATORIANO;SHUAR;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/6/2023;14:00:00.0000000;MORONA SANTIAGO;TAISHA;-2.388.858.767;-77.474.684.715
1010201;APREHENDIDO;54;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);25/6/2023;17:00:00.0000000;GUAYAS;GUAYAQUIL;-227.063.111;-7.989.870.429
1010201;DETENIDO;36;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/6/2023;18:00:00.0000000;LOS RIOS;BABAHOYO;-18.118.508;-794.747.157
1010201;APREHENDIDO;0;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;27/6/2023;11:00:00.0000000;LOS RIOS;VENTANAS;-1.437.448.842;-79.458.811.283
1010201;APREHENDIDO;72;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;27/6/2023;17:00:00.0000000;MANABI;JIPIJAPA;-1.359.743.264;-80.584.759.712
1010201;DETENIDO;30;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;27/6/2023;11:00:00.0000000;PICHINCHA;QUITO;-0.126956057;-78.493.720.293
1010201;APREHENDIDO;42;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;27/6/2023;17:45:00.0000000;GUAYAS;NARANJAL;-26.730.816;-796.183.723
1010201;APREHENDIDO;18;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/6/2023;20:00:00.0000000;LOS RIOS;QUEVEDO;-10.272.085;-794.037.846
1010201;APREHENDIDO;27;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/6/2023;18:15:00.0000000;MANABI;PEDERNALES;0.3571124;-800.370.474
1010201;APREHENDIDO;22;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/6/2023;18:15:00.0000000;MANABI;PEDERNALES;0.3571124;-800.370.474
1010201;APREHENDIDO;21;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/6/2023;20:00:00.0000000;LOS RIOS;QUEVEDO;-10.272.085;-794.037.846
1010201;APREHENDIDO;23;HOMBRE;BACHILLERATO;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;28/6/2023;23:15:00.0000000;GUAYAS;GUAYAQUIL;-2.201.845.482;-79.895.356.894
1010201;APREHENDIDO;24;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/6/2023;20:00:00.0000000;LOS RIOS;QUEVEDO;-10.272.085;-794.037.846
1010201;APREHENDIDO;31;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;28/6/2023;18:15:00.0000000;MANABI;PEDERNALES;0.3571124;-800.370.474
1010201;DETENIDO;22;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/6/2023;03:00:00.0000000;ESMERALDAS;ESMERALDAS;0.715921126;-79.548.697.472
1010201;APREHENDIDO;34;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/6/2023;18:15:00.0000000;MANABI;PEDERNALES;0.3571124;-800.370.474
1010201;APREHENDIDO;25;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;28/6/2023;18:15:00.0000000;MANABI;PEDERNALES;0.3571124;-800.370.474
1032202;DETENIDO;51;MUJER;TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/6/2023;13:25:00.0000000;PICHINCHA;QUITO;-0.122950104;-78.471.559.882
1010202;APREHENDIDO;28;HOMBRE;CUARTO NIVEL O DE POSGRADO;ECUATORIANO;INDÍGENA;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;29/6/2023;13:00:00.0000000;GUAYAS;GUAYAQUIL;-2.133.430.979;-79.880.921.233
1010201;DETENIDO;24;HOMBRE;BACHILLERATO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;29/6/2023;18:40:00.0000000;ESMERALDAS;ESMERALDAS;0.951591603;-79.657.273.293
1010201;DETENIDO;34;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;29/6/2023;11:30:00.0000000;GUAYAS;GUAYAQUIL;-216.869.325;-79.916.651.306
1010202;APREHENDIDO;24;HOMBRE;NO APLICA;ECUATORIANO;INDÍGENA;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;29/6/2023;13:00:00.0000000;GUAYAS;GUAYAQUIL;-2.133.708.917;-79.880.665.791
1010201;DETENIDO;42;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;29/6/2023;12:00:00.0000000;LOS RIOS;VINCES;-1.569.013.555;-79.753.895.894
1010202;APREHENDIDO;27;HOMBRE;CUARTO NIVEL O DE POSGRADO;ECUATORIANO;INDÍGENA;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;29/6/2023;13:00:00.0000000;GUAYAS;GUAYAQUIL;-2.133.345.207;-79.880.960.568
1010201;APREHENDIDO;25;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;29/6/2023;14:30:00.0000000;GUAYAS;GUAYAQUIL;-21.307.774;-799.318.307
1010201;APREHENDIDO;39;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;29/6/2023;12:00:00.0000000;ESMERALDAS;ESMERALDAS;0.933310714;-79.663.259.983
1010201;APREHENDIDO;40;HOMBRE;SE DESCONOCE;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;29/6/2023;12:00:00.0000000;GUAYAS;PALESTINA;-1.628.808.535;-79.990.802.777
1010201;DETENIDO;19;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;30/6/2023;13:30:00.0000000;MANABI;PORTOVIEJO;-1.018.189.725;-80.387.113.094
1010201;DETENIDO;59;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;30/6/2023;22:55:00.0000000;TUNGURAHUA;AMBATO;-1.189.787;-78.648.394
1010201;APREHENDIDO;21;MUJER;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;30/6/2023;21:00:00.0000000;GUAYAS;GUAYAQUIL;-2.185.032;-798.886.862
1010201;APREHENDIDO;67;MUJER;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);30/6/2023;21:00:00.0000000;SANTA ELENA;LA LIBERTAD;-2.242.184.792;-80.916.998.639
1010201;APREHENDIDO;36;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;30/6/2023;21:00:00.0000000;GUAYAS;GUAYAQUIL;-2.185.032;-798.886.862
1010201;APREHENDIDO;27;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;1/7/2023;13:00:00.0000000;ESMERALDAS;ESMERALDAS;0.966691161;-79.662.680.626
1010201;APREHENDIDO;31;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;1/7/2023;13:30:00.0000000;ESMERALDAS;ESMERALDAS;0.968268076;-79.662.176.371
1010201;DETENIDO;36;MUJER;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;1/7/2023;10:30:00.0000000;GUAYAS;DAULE;-1.861.908.473;-79.968.457.818
1010201;APREHENDIDO;23;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;1/7/2023;13:30:00.0000000;ESMERALDAS;ESMERALDAS;0.968268076;-79.662.187.099
1010201;APREHENDIDO;22;HOMBRE;NO APLICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;1/7/2023;22:00:00.0000000;GUAYAS;GUAYAQUIL;-2.213.321;-79.930.207
1010201;APREHENDIDO;30;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2/7/2023;17:30:00.0000000;CHIMBORAZO;ALAUSI;-22.018.304;-788.470.007
1010101;APREHENDIDO;55;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2/7/2023;10:30:00.0000000;LOJA;LOJA;-399.326.435;-79.182.424.485
1010101;APREHENDIDO;24;MUJER;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2/7/2023;10:30:00.0000000;LOJA;LOJA;-399.326.435;-79.182.424.485
1032202;DETENIDO;33;MUJER;NO APLICA;ECUATORIANO;MULATO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;3/7/2023;14:20:00.0000000;GUAYAS;GUAYAQUIL;-2.057.003.144;-79.986.160.398
1010101;DETENIDO;44;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;4/7/2023;23:41:00.0000000;LOJA;MACARA;-4.378.200.489;-79.940.600.395
1010101;DETENIDO;32;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;4/7/2023;23:41:00.0000000;LOJA;MACARA;-4.378.553.507;-79.940.514.565
1010201;DETENIDO;43;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;4/7/2023;10:00:00.0000000;GUAYAS;GUAYAQUIL;-2.051.757.853;-79.944.194.555
1010101;DETENIDO;54;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;4/7/2023;23:41:00.0000000;LOJA;MACARA;-4.378.186.699;-79.940.541.387
