CODIGO_ICCS;TIPO;EDAD;GENERO;NIVEL DE INSTRUCCIÓN;NACIONALIDAD;ETNIA;DELITO ;TIPO DE ARMA;FECHA;HORA;PROVINCIA;CANTON;LATITUD;LONGITUD
1010201;APREHENDIDO;15;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;1/10/2024;11:00:00.0000000;GUAYAS;GUAYAQUIL;-2236721847;-79.926.641.067
1010201;APREHENDIDO;28;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);1/10/2024;21:30:00.0000000;AZUAY;CUENCA;-293477255;-79.005.670.881
1010201;APREHENDIDO;25;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);1/10/2024;21:30:00.0000000;AZUAY;CUENCA;-293477255;-79.005.670.881
1010201;DETENIDO;18;HOMBRE;SE DESCONOCE;ECUATORIANO;MONTUBIO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;1/10/2024;18:22:00.0000000;SUCUMBIOS;LAGO AGRIO;-0.015277862;-7.688.129.425
1010201;APREHENDIDO;NULL;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);1/10/2024;21:30:00.0000000;AZUAY;CUENCA;-293477255;-79.005.670.881
1010201;APREHENDIDO;28;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2/10/2024;17:30:00.0000000;GUAYAS;DURAN;-2168837351;-79.799.646.346
1010201;APREHENDIDO;27;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;3/10/2024;04:50:00.0000000;EL ORO;MACHALA;-3264145902;-79.963.946.342
1010902;APREHENDIDO;29;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;3/10/2024;17:00:00.0000000;GUAYAS;GUAYAQUIL;-22429373;-79.893.840.851
1010902;DETENIDO;34;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;4/10/2024;20:30:00.0000000;COTOPAXI;LATACUNGA;-0.930142037;-78.602.115.326
1032203;APREHENDIDO;49;HOMBRE;TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;4/10/2024;17:00:00.0000000;GUAYAS;GUAYAQUIL;-2212478917;-79.930.247.068
1010201;APREHENDIDO;17;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;5/10/2024;14:00:00.0000000;EL ORO;MACHALA;-3270241565;-79.997.584.774
1010201;DETENIDO;32;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/10/2024;21:00:00.0000000;SANTA ELENA;SANTA ELENA;-1885002229;-80.734.008.507
1010201;APREHENDIDO;24;HOMBRE;SE DESCONOCE;ECUATORIANO;NEGRO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;5/10/2024;21:00:00.0000000;ESMERALDAS;ESMERALDAS;0.959708449;-79.648.013.409
1010201;APREHENDIDO;36;HOMBRE;SE DESCONOCE;ECUATORIANO;NEGRO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;5/10/2024;21:10:00.0000000;ESMERALDAS;ESMERALDAS;0.961218336;-79.646.123.003
1010201;APREHENDIDO;29;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;5/10/2024;14:00:00.0000000;EL ORO;MACHALA;-3270241565;-79.997.584.774
1010101;APREHENDIDO;26;HOMBRE;TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/10/2024;00:35:00.0000000;PICHINCHA;QUITO;-0.224913563;-7.851.369.195
1010101;APREHENDIDO;23;HOMBRE;TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/10/2024;00:25:00.0000000;PICHINCHA;QUITO;-0.225429846;-78.513.413.533
1010101;APREHENDIDO;24;MUJER;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/10/2024;00:45:00.0000000;PICHINCHA;QUITO;-0.224730578;-7.851.365.455
1010201;DETENIDO;22;HOMBRE;NO APLICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;7/10/2024;17:30:00.0000000;ESMERALDAS;SAN LORENZO;1289988779;-78.836.109.638
1010201;DETENIDO;18;HOMBRE;NO APLICA;ECUATORIANO;SHUAR;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;7/10/2024;13:30:00.0000000;MORONA SANTIAGO;SAN JUAN BOSCO;-3119388141;-78.530.429.006
1010201;DETENIDO;31;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;7/10/2024;17:30:00.0000000;ESMERALDAS;SAN LORENZO;1289919981;-78.836.147.189
1010201;APREHENDIDO;21;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;8/10/2024;20:30:00.0000000;GUAYAS;SAN JACINTO DE YAGUACHI;-2131229212;-79.749.202.274
1060001;DETENIDO;32;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;8/10/2024;08:00:00.0000000;GUAYAS;GUAYAQUIL;-2148153805;-79.882.283.807
1010201;DETENIDO;32;HOMBRE;NO APLICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;8/10/2024;17:45:00.0000000;IMBABURA;IBARRA;0.352614215;-78.114.193.496
1010201;APREHENDIDO;26;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;8/10/2024;02:30:00.0000000;GUAYAS;SAN JACINTO DE YAGUACHI;-2131085128;-79.749.032.948
1010101;DETENIDO;38;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;8/10/2024;09:10:00.0000000;LOS RIOS;PUEBLOVIEJO;-1630963263;-79.560.850.286
1010201;APREHENDIDO;19;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;8/10/2024;14:30:00.0000000;EL ORO;MACHALA;-3259117804;-79.993.227.507
1010902;APREHENDIDO;38;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;9/10/2024;11:00:00.0000000;PICHINCHA;MEJIA;-0.441341059;-787.448.573
1010201;APREHENDIDO;22;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;10/10/2024;23:15:00.0000000;MANABI;MANTA;-0.975244755;-80.708.420.277
1010201;APREHENDIDO;27;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;10/10/2024;00:30:00.0000000;MANABI;MANTA;-0.976178;-80.720.444
1010201;DETENIDO;22;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;10/10/2024;11:30:00.0000000;ESMERALDAS;ESMERALDAS;0.932179894;-79.662.428.498
1010201;DETENIDO;33;HOMBRE;NO APLICA;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;10/10/2024;14:45:00.0000000;PICHINCHA;QUITO;-0.124031451;-78.360.317.945
1010201;APREHENDIDO;17;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;11/10/2024;14:30:00.0000000;SANTA ELENA;LA LIBERTAD;-2233449766;-80.893.193.424
1010201;APREHENDIDO;32;MUJER;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;11/10/2024;18:46:00.0000000;ESMERALDAS;ESMERALDAS;0.889546852;-7.972.109.802
1010201;APREHENDIDO;27;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;11/10/2024;14:30:00.0000000;SANTA ELENA;LA LIBERTAD;-2233449766;-80.893.193.424
1010201;DETENIDO;36;HOMBRE;SE DESCONOCE;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;12/10/2024;12:30:00.0000000;GUAYAS;NARANJITO;-21876854;-794.043.648
1010201;APREHENDIDO;23;HOMBRE;SE DESCONOCE;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);12/10/2024;14:00:00.0000000;GUAYAS;BALZAR;-1356318083;-79.888.476.941
1010201;APREHENDIDO;17;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);13/10/2024;22:40:00.0000000;PICHINCHA;QUITO;-0.370996237;-7.847.309.947
1010201;APREHENDIDO;19;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;13/10/2024;02:30:00.0000000;GUAYAS;GUAYAQUIL;-2212428;-79.921.296
1010201;APREHENDIDO;24;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;14/10/2024;19:30:00.0000000;GUAYAS;GUAYAQUIL;-2099532833;-79.949.891.228
1010201;APREHENDIDO;24;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;14/10/2024;13:29:00.0000000;GUAYAS;GUAYAQUIL;-2086885;-79.904.877
1010201;APREHENDIDO;30;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;14/10/2024;13:29:00.0000000;GUAYAS;GUAYAQUIL;-2086877729;-79.904.878.308
1010201;DETENIDO;33;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2024;12:50:00.0000000;EL ORO;HUAQUILLAS;-3481513;-80.218.243
1010201;APREHENDIDO;29;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;15/10/2024;17:20:00.0000000;AZUAY;CUENCA;-2898936583;-78.987.989.569
1010201;APREHENDIDO;28;HOMBRE;NO APLICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2024;21:00:00.0000000;SUCUMBIOS;LAGO AGRIO;0.086975539;-76.898.959.279
1010201;DETENIDO;28;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2024;18:30:00.0000000;ORELLANA;ORELLANA;-0.464163508;-76.982.597.715
1010201;APREHENDIDO;NULL;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;16/10/2024;22:00:00.0000000;EL ORO;MACHALA;-3262872243;-79.995.057.471
1010201;APREHENDIDO;19;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;16/10/2024;22:30:00.0000000;EL ORO;MACHALA;-3262060455;-79.995.689.926
1010201;APREHENDIDO;20;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;16/10/2024;22:30:00.0000000;EL ORO;MACHALA;-3262060455;-79.995.689.926
1010201;DETENIDO;43;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;17/10/2024;18:30:00.0000000;EL ORO;MACHALA;-32636917;-799.636.196
1010101;APREHENDIDO;54;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);17/10/2024;00:30:00.0000000;MANABI;PORTOVIEJO;-104615;-8.045.003
1010202;APREHENDIDO;17;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;18/10/2024;12:00:00.0000000;ESMERALDAS;ELOY ALFARO;1106094136;-79.006.441.744
1010202;APREHENDIDO;17;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;18/10/2024;12:00:00.0000000;ESMERALDAS;ELOY ALFARO;1106094136;-7.900.644.064
1010201;APREHENDIDO;26;HOMBRE;NO APLICA;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);18/10/2024;23:00:00.0000000;PICHINCHA;QUITO;-0.115661468;-78.488.865.736
1060001;APREHENDIDO;18;MUJER;EDUCACIÓN GENERAL BÁSICA;PERUANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;18/10/2024;11:30:00.0000000;EL ORO;HUAQUILLAS;-3482895132;-80.214.290.282
1010201;APREHENDIDO;25;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;19/10/2024;14:20:00.0000000;LOS RIOS;BABAHOYO;-17583315;-795.299.095
1010201;APREHENDIDO;21;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;19/10/2024;14:20:00.0000000;LOS RIOS;BABAHOYO;-17583315;-795.299.095
1010201;APREHENDIDO;22;HOMBRE;TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;20/10/2024;05:30:00.0000000;BOLIVAR;CHIMBO;-1683147109;-79.022.216.427
1010201;APREHENDIDO;21;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;21/10/2024;20:00:00.0000000;EL ORO;SANTA ROSA;-3454269509;-79.966.913.701
1010201;APREHENDIDO;28;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;22/10/2024;01:00:00.0000000;TUNGURAHUA;AMBATO;-1242894913;-78.624.644.279
1010201;APREHENDIDO;51;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;22/10/2024;01:00:00.0000000;TUNGURAHUA;AMBATO;-1242964635;-78.624.719.381
1010201;DETENIDO;30;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;22/10/2024;13:50:00.0000000;EL ORO;SANTA ROSA;-3469354;-79.931.813
1010201;DETENIDO;31;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;22/10/2024;20:50:00.0000000;CANAR;LA TRONCAL;-24268014;-793.401.267
1032202;APREHENDIDO;22;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);23/10/2024;02:00:00.0000000;PICHINCHA;QUITO;-0.28738568;-78.527.579.365
1010201;DETENIDO;35;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/10/2024;16:00:00.0000000;EL ORO;SANTA ROSA;-3512264508;-79.981.884.956
1010201;DETENIDO;35;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/10/2024;17:00:00.0000000;GUAYAS;GUAYAQUIL;-2049918103;-79.946.421.045
1010201;APREHENDIDO;17;HOMBRE;BACHILLERATO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;24/10/2024;11:50:00.0000000;EL ORO;SANTA ROSA;-3437968;-79.965.475
1010902;DETENIDO;50;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/10/2024;13:00:00.0000000;GUAYAS;PLAYAS;-261199832;-80.392.921.317
1010201;APREHENDIDO;26;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;27/10/2024;21:20:00.0000000;EL ORO;ARENILLAS;-3556258198;-80.063.310.943
1010201;APREHENDIDO;22;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/10/2024;19:45:00.0000000;MANABI;PORTOVIEJO;-1051878415;-80.447.714.257
1010201;APREHENDIDO;42;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/10/2024;19:45:00.0000000;MANABI;PORTOVIEJO;-1051878415;-80.447.714.257
1010201;APREHENDIDO;NULL;HOMBRE;NO APLICA;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/10/2024;19:45:00.0000000;MANABI;PORTOVIEJO;-1051878415;-80.447.714.257
1010201;APREHENDIDO;20;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/10/2024;19:45:00.0000000;MANABI;PORTOVIEJO;-1051878415;-80.447.714.257
1010201;APREHENDIDO;25;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/10/2024;19:45:00.0000000;MANABI;PORTOVIEJO;-1051878415;-80.447.714.257
1010201;DETENIDO;25;HOMBRE;SE DESCONOCE;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;29/10/2024;00:30:00.0000000;MANABI;PUERTO LOPEZ;-154042;-80.803.744
1010201;APREHENDIDO;21;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;29/10/2024;21:00:00.0000000;LOS RIOS;BUENA FE;-0.579676365;-79.371.589.122
1010201;APREHENDIDO;17;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;30/10/2024;16:20:00.0000000;GUAYAS;GUAYAQUIL;-1991542216;-79.983.537.197
1010201;APREHENDIDO;37;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;30/10/2024;16:00:00.0000000;GUAYAS;GUAYAQUIL;-215223;-79.927.761
1010201;APREHENDIDO;NULL;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;30/10/2024;16:10:00.0000000;GUAYAS;GUAYAQUIL;-1992213704;-79.981.412.888
1010201;APREHENDIDO;17;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;30/10/2024;16:10:00.0000000;GUAYAS;GUAYAQUIL;-1992164113;-79.981.412.888
1010201;APREHENDIDO;25;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;1/11/2024;17:07:00.0000000;GUAYAS;GUAYAQUIL;-2130212042;-79.933.035.698
1010201;APREHENDIDO;31;HOMBRE;NO APLICA;ECUATORIANO;MANTA;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2/11/2024;07:45:00.0000000;TUNGURAHUA;AMBATO;-1239553665;-78.623.743.057
1010201;APREHENDIDO;40;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;3/11/2024;09:30:00.0000000;GUAYAS;PEDRO CARBO;-17841477;-803.657.949
1010201;DETENIDO;31;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/11/2024;21:02:00.0000000;GUAYAS;GUAYAQUIL;-2220096588;-79.906.997.588
1010902;DETENIDO;20;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/11/2024;16:00:00.0000000;EL ORO;MACHALA;-3262114411;-79.971.767.664
1010201;APREHENDIDO;29;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;5/11/2024;12:00:00.0000000;GUAYAS;GUAYAQUIL;-2277021734;-79.881.499.027
1010201;DETENIDO;39;HOMBRE;SE DESCONOCE;COLOMBIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;7/11/2024;13:00:00.0000000;PICHINCHA;QUITO;-0.125007772;-7.836.073.637
1010101;APREHENDIDO;41;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);8/11/2024;08:00:00.0000000;PICHINCHA;QUITO;-0.1279822;-785.019.661
1010201;APREHENDIDO;28;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;9/11/2024;19:00:00.0000000;MANABI;PORTOVIEJO;-1053207;-80.487.252
1032203;APREHENDIDO;50;MUJER;SE DESCONOCE;VENEZOLANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;9/11/2024;00:30:00.0000000;GUAYAS;GUAYAQUIL;-2212737892;-79.930.011.034
1010201;APREHENDIDO;36;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;9/11/2024;19:00:00.0000000;MANABI;PORTOVIEJO;-1053169213;-80.487.229.137
1010201;APREHENDIDO;25;MUJER;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);10/11/2024;01:10:00.0000000;COTOPAXI;LATACUNGA;-0.933088357;-7.861.707.265
1010201;DETENIDO;24;HOMBRE;NO APLICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;11/11/2024;16:30:00.0000000;EL ORO;MACHALA;-3250607;-79.928.917
1010201;APREHENDIDO;NULL;HOMBRE;SE DESCONOCE;VENEZOLANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;11/11/2024;23:00:00.0000000;EL ORO;PASAJE;-3305181889;-79.777.383.143
1010201;APREHENDIDO;NULL;HOMBRE;SE DESCONOCE;VENEZOLANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;11/11/2024;23:00:00.0000000;EL ORO;PASAJE;-3305211928;-79.777.428.986
1010201;APREHENDIDO;64;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);11/11/2024;14:30:00.0000000;GUAYAS;GUAYAQUIL;-2096599377;-79.964.982.807
